,State,District,Latitude,Longitude,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Cluster
1201,GUJARAT,PORBANDAR,21.55092351651571,69.71896987722886,2003,1,5,0,7,1,44,0,0
1202,GUJARAT,PORBANDAR,21.55092351651571,69.71896987722886,2004,1,4,0,5,0,41,0,0
1203,GUJARAT,PORBANDAR,21.55092351651571,69.71896987722886,2005,1,8,1,5,0,36,0,0
1204,GUJARAT,PORBANDAR,21.55092351651571,69.71896987722886,2006,2,6,1,1,0,45,0,0
1205,GUJARAT,PORBANDAR,21.55092351651571,69.71896987722886,2007,1,7,0,4,0,59,0,0
1206,GUJARAT,PORBANDAR,21.55092351651571,69.71896987722886,2008,3,11,0,5,0,48,0,0
1207,GUJARAT,PORBANDAR,21.55092351651571,69.71896987722886,2009,3,17,0,2,2,53,0,0
1208,GUJARAT,PORBANDAR,21.55092351651571,69.71896987722886,2010,2,9,1,4,3,69,0,0
1209,GUJARAT,PORBANDAR,21.55092351651571,69.71896987722886,2011,6,9,0,1,1,84,0,0
1210,GUJARAT,PORBANDAR,21.55092351651571,69.71896987722886,2012,10,7,1,8,0,73,0,0
1211,GUJARAT,SURENDRANAGAR,22.82672007299272,71.48358740875906,2001,11,24,2,45,3,75,0,0
1212,GUJARAT,SURENDRANAGAR,22.82672007299272,71.48358740875906,2002,13,29,4,40,2,83,0,0
1213,GUJARAT,SURENDRANAGAR,22.82672007299272,71.48358740875906,2003,16,25,6,42,2,53,0,0
1214,GUJARAT,SURENDRANAGAR,22.82672007299272,71.48358740875906,2004,13,23,0,35,0,63,0,0
1215,GUJARAT,SURENDRANAGAR,22.82672007299272,71.48358740875906,2005,13,31,0,36,1,90,0,0
1216,GUJARAT,SURENDRANAGAR,22.82672007299272,71.48358740875906,2006,17,20,1,34,2,81,0,0
1217,GUJARAT,SURENDRANAGAR,22.82672007299272,71.48358740875906,2007,17,28,0,48,5,119,0,0
1218,GUJARAT,SURENDRANAGAR,22.82672007299272,71.48358740875906,2008,21,38,0,50,1,133,0,0
1219,GUJARAT,SURENDRANAGAR,22.82672007299272,71.48358740875906,2009,18,54,0,39,3,120,0,0
1220,GUJARAT,SURENDRANAGAR,22.82672007299272,71.48358740875906,2010,29,27,0,36,2,113,0,0
1221,GUJARAT,SURENDRANAGAR,22.82672007299272,71.48358740875906,2011,19,41,0,28,4,129,0,0
1222,GUJARAT,SURENDRANAGAR,22.82672007299272,71.48358740875906,2012,19,46,0,51,5,124,0,0
1223,GUJARAT,VALSAD,20.44238231644259,72.9148584798345,2001,9,11,0,10,0,50,0,0
1224,GUJARAT,VALSAD,20.44238231644259,72.9148584798345,2002,3,16,0,12,0,32,0,0
1225,GUJARAT,VALSAD,20.44238231644259,72.9148584798345,2003,5,10,0,7,0,37,0,0
1226,GUJARAT,VALSAD,20.44238231644259,72.9148584798345,2004,9,16,0,12,0,40,0,0
1227,GUJARAT,VALSAD,20.44238231644259,72.9148584798345,2005,11,20,1,17,0,31,0,0
1228,GUJARAT,VALSAD,20.44238231644259,72.9148584798345,2006,1,12,0,10,0,32,0,0
1229,GUJARAT,VALSAD,20.44238231644259,72.9148584798345,2007,8,2,0,6,0,25,0,0
1230,GUJARAT,VALSAD,20.44238231644259,72.9148584798345,2008,4,9,0,6,0,32,0,0
1231,GUJARAT,VALSAD,20.44238231644259,72.9148584798345,2009,10,12,0,5,0,27,0,0
1232,GUJARAT,VALSAD,20.44238231644259,72.9148584798345,2010,11,8,0,4,0,15,0,0
1233,GUJARAT,VALSAD,20.44238231644259,72.9148584798345,2011,9,19,0,6,0,23,0,0
1234,GUJARAT,VALSAD,20.44238231644259,72.9148584798345,2012,12,19,0,9,0,15,0,0
1235,HARYANA,AMBALA,30.3503672316384,76.94970310734456,2001,11,32,11,27,0,132,0,0
1236,HARYANA,AMBALA,30.3503672316384,76.94970310734456,2002,15,18,7,17,0,122,0,0
1237,HARYANA,AMBALA,30.3503672316384,76.94970310734456,2003,10,24,7,17,31,129,0,0
1238,HARYANA,AMBALA,30.3503672316384,76.94970310734456,2004,10,22,11,25,27,227,0,0
1239,HARYANA,AMBALA,30.3503672316384,76.94970310734456,2005,19,19,9,19,16,130,0,0
1240,HARYANA,AMBALA,30.3503672316384,76.94970310734456,2006,19,16,9,26,27,174,0,0
1241,HARYANA,AMBALA,30.3503672316384,76.94970310734456,2007,23,10,16,11,15,154,0,0
1242,HARYANA,AMBALA,30.3503672316384,76.94970310734456,2008,35,49,11,27,21,172,0,0
1243,HARYANA,AMBALA,30.3503672316384,76.94970310734456,2009,28,16,14,18,17,155,0,0
1244,HARYANA,AMBALA,30.3503672316384,76.94970310734456,2010,30,23,9,20,14,220,0,0
1245,HARYANA,AMBALA,30.3503672316384,76.94970310734456,2011,37,23,5,28,20,191,0,0
1246,HARYANA,BHIWANI,28.728868064516128,76.02110225806452,2001,10,7,33,17,0,43,0,0
1247,HARYANA,BHIWANI,28.728868064516128,76.02110225806452,2002,17,13,35,29,0,54,0,0
1248,HARYANA,BHIWANI,28.728868064516128,76.02110225806452,2003,15,7,28,17,0,69,0,0
1249,HARYANA,BHIWANI,28.728868064516128,76.02110225806452,2004,28,12,28,19,0,68,0,0
1250,HARYANA,BHIWANI,28.728868064516128,76.02110225806452,2005,18,22,19,20,16,87,0,0
1251,HARYANA,BHIWANI,28.728868064516128,76.02110225806452,2006,35,26,19,38,8,100,0,0
1252,HARYANA,BHIWANI,28.728868064516128,76.02110225806452,2007,17,23,17,23,15,128,0,0
1253,HARYANA,BHIWANI,28.728868064516128,76.02110225806452,2008,33,36,14,24,20,111,0,0
1254,HARYANA,BHIWANI,28.728868064516128,76.02110225806452,2009,37,53,17,37,21,88,0,0
1255,HARYANA,BHIWANI,28.728868064516128,76.02110225806452,2010,30,36,22,45,15,64,0,0
1256,HARYANA,BHIWANI,28.728868064516128,76.02110225806452,2011,41,30,18,26,12,97,0,0
1257,HARYANA,BHIWANI,28.728868064516128,76.02110225806452,2012,28,69,19,45,23,179,0,0
1258,HARYANA,FARIDABAD,28.14873109756098,77.32718536585368,2001,37,53,19,47,242,108,0,4
1259,HARYANA,FARIDABAD,28.14873109756098,77.32718536585368,2002,37,39,19,56,1122,92,0,4
1260,HARYANA,FARIDABAD,28.14873109756098,77.32718536585368,2003,36,49,14,34,980,136,0,4
1261,HARYANA,FARIDABAD,28.14873109756098,77.32718536585368,2004,42,49,28,45,585,157,0,4
1262,HARYANA,FARIDABAD,28.14873109756098,77.32718536585368,2005,39,67,18,42,253,188,0,4
1263,HARYANA,FARIDABAD,28.14873109756098,77.32718536585368,2006,40,66,14,35,144,146,0,4
1264,HARYANA,FARIDABAD,28.14873109756098,77.32718536585368,2007,37,117,19,23,0,167,0,3
1265,HARYANA,FARIDABAD,28.14873109756098,77.32718536585368,2008,46,94,21,23,97,173,0,3
1266,HARYANA,FARIDABAD,28.14873109756098,77.32718536585368,2009,35,62,17,26,4,179,0,0
1267,HARYANA,FARIDABAD,28.14873109756098,77.32718536585368,2010,51,86,23,27,78,224,0,3
1268,HARYANA,FARIDABAD,28.14873109756098,77.32718536585368,2011,54,82,10,31,59,218,0,1
1269,HARYANA,FARIDABAD,28.14873109756098,77.32718536585368,2012,47,87,8,31,84,197,0,1
1270,HARYANA,FATEHABAD,29.57298318584072,75.54608716814157,2001,17,13,17,17,0,93,0,0
1271,HARYANA,FATEHABAD,29.57298318584072,75.54608716814157,2002,7,15,9,22,5,54,0,0
1272,HARYANA,FATEHABAD,29.57298318584072,75.54608716814157,2003,7,7,3,11,4,47,0,0
1273,HARYANA,FATEHABAD,29.57298318584072,75.54608716814157,2004,9,9,6,17,3,38,0,0
1274,HARYANA,FATEHABAD,29.57298318584072,75.54608716814157,2005,9,15,5,17,8,66,0,0
1275,HARYANA,FATEHABAD,29.57298318584072,75.54608716814157,2006,18,5,6,17,7,83,0,0
1276,HARYANA,FATEHABAD,29.57298318584072,75.54608716814157,2007,7,8,2,16,12,122,0,0
1277,HARYANA,FATEHABAD,29.57298318584072,75.54608716814157,2008,12,21,4,16,13,143,0,0
1278,HARYANA,FATEHABAD,29.57298318584072,75.54608716814157,2009,9,34,12,10,7,80,0,0
1279,HARYANA,FATEHABAD,29.57298318584072,75.54608716814157,2010,21,31,5,13,9,79,0,0
1280,HARYANA,FATEHABAD,29.57298318584072,75.54608716814157,2011,15,18,7,6,8,86,0,0
1281,HARYANA,FATEHABAD,29.57298318584072,75.54608716814157,2012,15,33,4,7,7,125,0,0
1282,HARYANA,GURGAON,28.043894789579163,77.01935130260523,2001,32,32,17,21,21,136,0,0
1283,HARYANA,GURGAON,28.043894789579163,77.01935130260523,2002,27,36,11,35,57,128,0,0
1284,HARYANA,GURGAON,28.043894789579163,77.01935130260523,2003,32,37,13,17,26,101,0,0
1285,HARYANA,GURGAON,28.043894789579163,77.01935130260523,2004,36,34,21,21,18,115,0,0
1286,HARYANA,GURGAON,28.043894789579163,77.01935130260523,2005,17,22,10,20,31,71,0,0
1287,HARYANA,GURGAON,28.043894789579163,77.01935130260523,2006,30,51,20,32,56,89,0,0
1288,HARYANA,GURGAON,28.043894789579163,77.01935130260523,2007,40,75,17,36,43,122,0,0
1289,HARYANA,GURGAON,28.043894789579163,77.01935130260523,2008,35,66,19,27,32,123,0,0
1290,HARYANA,GURGAON,28.043894789579163,77.01935130260523,2009,29,42,24,21,40,128,0,0
1291,HARYANA,GURGAON,28.043894789579163,77.01935130260523,2010,45,42,22,30,38,86,0,0
1292,HARYANA,GURGAON,28.043894789579163,77.01935130260523,2011,40,37,25,27,29,107,0,0
1293,HARYANA,GURGAON,28.043894789579163,77.01935130260523,2012,44,47,15,18,31,150,0,0
1294,HARYANA,JHAJJAR,28.59651868131869,76.61137142857145,2001,21,8,20,42,13,122,0,0
1295,HARYANA,JHAJJAR,28.59651868131869,76.61137142857145,2002,18,12,14,39,37,115,0,0
1296,HARYANA,JHAJJAR,28.59651868131869,76.61137142857145,2003,9,8,17,32,35,92,0,0
1297,HARYANA,JHAJJAR,28.59651868131869,76.61137142857145,2004,11,7,14,17,18,104,0,0
1298,HARYANA,JHAJJAR,28.59651868131869,76.61137142857145,2005,13,10,11,16,20,86,0,0
1299,HARYANA,JHAJJAR,28.59651868131869,76.61137142857145,2006,15,9,16,14,9,58,0,0
1300,HARYANA,JHAJJAR,28.59651868131869,76.61137142857145,2007,14,21,19,10,14,87,0,0
1301,HARYANA,JHAJJAR,28.59651868131869,76.61137142857145,2008,22,15,20,13,42,115,0,0
1302,HARYANA,JHAJJAR,28.59651868131869,76.61137142857145,2009,20,15,13,20,20,78,0,0
1303,HARYANA,JHAJJAR,28.59651868131869,76.61137142857145,2010,36,30,12,27,30,117,0,0
1304,HARYANA,JHAJJAR,28.59651868131869,76.61137142857145,2011,32,19,12,20,26,117,0,0
1305,HARYANA,JHAJJAR,28.59651868131869,76.61137142857145,2012,20,17,10,19,14,135,0,0
1306,HARYANA,JIND,29.45149821958457,76.29598575667653,2001,21,8,11,22,29,67,0,0
1307,HARYANA,JIND,29.45149821958457,76.29598575667653,2002,19,9,11,10,12,57,0,0
1308,HARYANA,JIND,29.45149821958457,76.29598575667653,2003,17,5,10,7,13,34,0,0
1309,HARYANA,JIND,29.45149821958457,76.29598575667653,2004,7,6,14,2,18,31,0,0
1310,HARYANA,JIND,29.45149821958457,76.29598575667653,2005,14,6,17,2,17,35,0,0
1311,HARYANA,JIND,29.45149821958457,76.29598575667653,2006,32,7,13,17,12,53,0,0
1312,HARYANA,JIND,29.45149821958457,76.29598575667653,2007,19,18,12,14,15,95,0,0
1313,HARYANA,JIND,29.45149821958457,76.29598575667653,2008,38,23,18,21,15,73,0,0
1314,HARYANA,JIND,29.45149821958457,76.29598575667653,2009,35,30,11,33,49,97,0,0
1315,HARYANA,JIND,29.45149821958457,76.29598575667653,2010,29,26,17,27,20,88,0,0
1316,HARYANA,JIND,29.45149821958457,76.29598575667653,2011,37,28,15,15,13,91,0,0
1317,HARYANA,JIND,29.45149821958457,76.29598575667653,2012,34,40,17,27,0,114,0,0
1318,HARYANA,KAITHAL,29.96068539094649,76.37698930041155,2001,16,8,9,19,0,105,0,0
1319,HARYANA,KAITHAL,29.96068539094649,76.37698930041155,2002,7,4,6,11,0,98,0,0
1320,HARYANA,KAITHAL,29.96068539094649,76.37698930041155,2003,15,2,8,14,0,125,0,0
1321,HARYANA,KAITHAL,29.96068539094649,76.37698930041155,2004,18,9,9,13,0,136,0,0
1322,HARYANA,KAITHAL,29.96068539094649,76.37698930041155,2005,19,9,6,9,0,115,0,0
1323,HARYANA,KAITHAL,29.96068539094649,76.37698930041155,2006,25,6,9,14,0,149,0,0
1324,HARYANA,KAITHAL,29.96068539094649,76.37698930041155,2007,14,10,14,26,0,178,0,0
1325,HARYANA,KAITHAL,29.96068539094649,76.37698930041155,2008,14,16,13,14,0,150,0,0
1326,HARYANA,KAITHAL,29.96068539094649,76.37698930041155,2009,24,16,13,20,0,187,0,0
1327,HARYANA,KAITHAL,29.96068539094649,76.37698930041155,2010,28,20,11,15,0,112,0,0
1328,HARYANA,KAITHAL,29.96068539094649,76.37698930041155,2011,20,17,8,18,0,119,0,0
1329,HARYANA,KAITHAL,29.96068539094649,76.37698930041155,2012,18,20,6,15,0,127,0,0
1330,HARYANA,KARNAL,29.703200647249204,76.87488025889972,2001,44,10,18,28,2,97,0,0
1331,HARYANA,KARNAL,29.703200647249204,76.87488025889972,2002,37,8,11,25,0,115,0,0
1332,HARYANA,KARNAL,29.703200647249204,76.87488025889972,2003,27,14,14,18,1,173,0,0
1333,HARYANA,KARNAL,29.703200647249204,76.87488025889972,2004,31,12,15,23,0,242,0,0
1334,HARYANA,KARNAL,29.703200647249204,76.87488025889972,2005,50,19,14,39,2,236,0,0
1335,HARYANA,KARNAL,29.703200647249204,76.87488025889972,2006,51,23,13,35,1,214,0,0
1336,HARYANA,KARNAL,29.703200647249204,76.87488025889972,2007,47,13,13,28,0,169,0,0
1337,HARYANA,KARNAL,29.703200647249204,76.87488025889972,2008,50,23,17,31,21,124,0,0
1338,HARYANA,KARNAL,29.703200647249204,76.87488025889972,2009,48,40,17,32,21,225,0,0
1339,HARYANA,KARNAL,29.703200647249204,76.87488025889972,2010,52,20,21,29,22,231,0,0
1340,HARYANA,KARNAL,29.703200647249204,76.87488025889972,2011,62,18,18,25,26,166,0,0
1341,HARYANA,KARNAL,29.703200647249204,76.87488025889972,2012,63,41,23,50,28,204,0,1
1342,HARYANA,KURUKSHETRA,30.05652659846548,76.78774680306903,2001,31,14,10,28,8,68,0,0
1343,HARYANA,KURUKSHETRA,30.05652659846548,76.78774680306903,2002,15,14,7,20,14,88,0,0
1344,HARYANA,KURUKSHETRA,30.05652659846548,76.78774680306903,2003,23,7,12,23,18,92,0,0
1345,HARYANA,KURUKSHETRA,30.05652659846548,76.78774680306903,2004,21,5,15,28,20,120,0,0
1346,HARYANA,KURUKSHETRA,30.05652659846548,76.78774680306903,2005,24,9,5,24,15,99,0,0
1347,HARYANA,KURUKSHETRA,30.05652659846548,76.78774680306903,2006,34,15,5,10,37,116,0,0
1348,HARYANA,KURUKSHETRA,30.05652659846548,76.78774680306903,2007,21,13,11,11,16,99,0,0
1349,HARYANA,KURUKSHETRA,30.05652659846548,76.78774680306903,2008,41,24,12,11,27,72,0,0
1350,HARYANA,KURUKSHETRA,30.05652659846548,76.78774680306903,2009,43,47,5,20,29,101,0,0
1351,HARYANA,KURUKSHETRA,30.05652659846548,76.78774680306903,2010,36,26,13,9,24,79,0,0
1352,HARYANA,KURUKSHETRA,30.05652659846548,76.78774680306903,2011,29,30,7,22,20,68,0,0
1353,HARYANA,KURUKSHETRA,30.05652659846548,76.78774680306903,2012,25,30,11,20,27,110,0,0
1354,HARYANA,MAHENDRAGARH,28.1352161458333,76.14018072916659,2001,11,8,8,19,0,23,0,0
1355,HARYANA,MAHENDRAGARH,28.1352161458333,76.14018072916659,2002,16,9,3,22,0,19,0,0
1356,HARYANA,MAHENDRAGARH,28.1352161458333,76.14018072916659,2003,10,9,4,12,0,27,0,0
1357,HARYANA,MAHENDRAGARH,28.1352161458333,76.14018072916659,2004,20,11,8,18,0,36,0,0
1358,HARYANA,MAHENDRAGARH,28.1352161458333,76.14018072916659,2005,15,9,6,13,0,20,0,0
1359,HARYANA,MAHENDRAGARH,28.1352161458333,76.14018072916659,2006,17,16,10,32,0,41,0,0
1360,HARYANA,MAHENDRAGARH,28.1352161458333,76.14018072916659,2007,10,22,14,17,0,47,0,0
1361,HARYANA,MAHENDRAGARH,28.1352161458333,76.14018072916659,2008,21,20,16,17,0,73,0,0
1362,HARYANA,MAHENDRAGARH,28.1352161458333,76.14018072916659,2009,10,19,10,13,0,58,0,0
1363,HARYANA,MAHENDRAGARH,28.1352161458333,76.14018072916659,2010,28,36,7,25,0,86,0,0
1364,HARYANA,MAHENDRAGARH,28.1352161458333,76.14018072916659,2011,26,38,11,22,0,85,0,0
1365,HARYANA,MAHENDRAGARH,28.1352161458333,76.14018072916659,2012,14,18,10,26,0,78,0,0
1366,HARYANA,PANCHKULA,30.700897142857134,76.97173238095236,2001,6,15,4,23,10,43,0,0
1367,HARYANA,PANCHKULA,30.700897142857134,76.97173238095236,2002,13,17,5,29,45,60,0,0
1368,HARYANA,PANCHKULA,30.700897142857134,76.97173238095236,2003,12,13,5,10,83,56,0,0
1369,HARYANA,PANCHKULA,30.700897142857134,76.97173238095236,2004,6,5,4,53,0,57,0,0
1370,HARYANA,PANCHKULA,30.700897142857134,76.97173238095236,2005,8,13,2,7,18,65,0,0
1371,HARYANA,PANCHKULA,30.700897142857134,76.97173238095236,2006,10,13,2,13,0,63,0,0
1372,HARYANA,PANCHKULA,30.700897142857134,76.97173238095236,2007,11,9,0,9,0,70,0,0
1373,HARYANA,PANCHKULA,30.700897142857134,76.97173238095236,2008,15,18,5,6,1,72,0,0
1374,HARYANA,PANCHKULA,30.700897142857134,76.97173238095236,2009,18,10,1,12,0,72,0,0
1375,HARYANA,PANCHKULA,30.700897142857134,76.97173238095236,2010,10,12,1,10,1,98,0,0
1376,HARYANA,PANCHKULA,30.700897142857134,76.97173238095236,2011,17,15,2,9,0,77,0,0
1377,HARYANA,PANCHKULA,30.700897142857134,76.97173238095236,2012,18,23,7,13,1,51,0,0
1378,HARYANA,PANIPAT,29.34352134146342,76.92895914634147,2001,38,10,11,16,11,92,0,0
1379,HARYANA,PANIPAT,29.34352134146342,76.92895914634147,2002,43,21,9,22,20,193,0,0
1380,HARYANA,PANIPAT,29.34352134146342,76.92895914634147,2003,38,9,13,17,22,165,0,0
1381,HARYANA,PANIPAT,29.34352134146342,76.92895914634147,2004,38,8,4,14,8,152,0,0
1382,HARYANA,PANIPAT,29.34352134146342,76.92895914634147,2005,56,21,11,11,10,127,0,0
1383,HARYANA,PANIPAT,29.34352134146342,76.92895914634147,2006,65,29,19,18,13,104,0,0
1384,HARYANA,PANIPAT,29.34352134146342,76.92895914634147,2007,34,24,11,13,18,63,0,0
1385,HARYANA,PANIPAT,29.34352134146342,76.92895914634147,2008,30,34,13,16,17,62,0,0
1386,HARYANA,PANIPAT,29.34352134146342,76.92895914634147,2009,45,31,19,26,44,117,0,0
1387,HARYANA,PANIPAT,29.34352134146342,76.92895914634147,2010,55,49,13,22,30,175,0,0
1388,HARYANA,PANIPAT,29.34352134146342,76.92895914634147,2011,47,70,11,29,19,163,0,0
1389,HARYANA,PANIPAT,29.34352134146342,76.92895914634147,2012,35,67,15,23,12,136,0,0
1390,HARYANA,REWARI,28.19164714828897,76.55956007604564,2001,11,11,12,17,0,14,0,0
1391,HARYANA,REWARI,28.19164714828897,76.55956007604564,2002,10,7,14,15,0,23,0,0
1392,HARYANA,REWARI,28.19164714828897,76.55956007604564,2003,11,9,7,22,1,34,0,0
1393,HARYANA,REWARI,28.19164714828897,76.55956007604564,2004,16,21,8,24,0,48,0,0
1394,HARYANA,REWARI,28.19164714828897,76.55956007604564,2005,13,19,9,21,10,50,0,0
1395,HARYANA,REWARI,28.19164714828897,76.55956007604564,2006,21,9,4,23,0,51,0,0
1396,HARYANA,REWARI,28.19164714828897,76.55956007604564,2007,22,29,12,30,1,76,0,0
1397,HARYANA,REWARI,28.19164714828897,76.55956007604564,2008,23,25,13,31,0,72,0,0
1398,HARYANA,REWARI,28.19164714828897,76.55956007604564,2009,19,29,14,19,20,55,0,0
1399,HARYANA,REWARI,28.19164714828897,76.55956007604564,2010,25,24,14,16,27,71,0,0
1400,HARYANA,REWARI,28.19164714828897,76.55956007604564,2011,17,19,7,19,34,94,0,0
1401,HARYANA,REWARI,28.19164714828897,76.55956007604564,2012,24,20,12,16,1,102,0,0
1402,HARYANA,ROHTAK,28.892517647058817,76.53123235294117,2001,28,6,17,26,20,41,0,0
1403,HARYANA,ROHTAK,28.892517647058817,76.53123235294117,2002,17,10,17,14,40,30,0,0
1404,HARYANA,ROHTAK,28.892517647058817,76.53123235294117,2003,25,15,17,12,23,34,0,0
1405,HARYANA,ROHTAK,28.892517647058817,76.53123235294117,2004,29,13,15,14,21,45,0,0
1406,HARYANA,ROHTAK,28.892517647058817,76.53123235294117,2005,29,10,9,17,32,79,0,0
1407,HARYANA,ROHTAK,28.892517647058817,76.53123235294117,2006,34,17,22,13,29,80,0,0
1408,HARYANA,ROHTAK,28.892517647058817,76.53123235294117,2007,18,20,31,18,32,92,0,0
1409,HARYANA,ROHTAK,28.892517647058817,76.53123235294117,2008,39,20,17,25,38,106,0,0
1410,HARYANA,ROHTAK,28.892517647058817,76.53123235294117,2009,36,30,18,30,38,113,0,0
1411,HARYANA,ROHTAK,28.892517647058817,76.53123235294117,2010,51,19,17,26,57,87,0,0
1412,HARYANA,ROHTAK,28.892517647058817,76.53123235294117,2011,57,32,9,38,52,124,0,0
1413,HARYANA,ROHTAK,28.892517647058817,76.53123235294117,2012,37,23,12,24,40,143,0,0
1414,HARYANA,SIRSA,29.63583446327684,74.90970480225988,2001,17,7,12,23,0,98,0,0
1415,HARYANA,SIRSA,29.63583446327684,74.90970480225988,2002,20,3,7,30,0,103,0,0
1416,HARYANA,SIRSA,29.63583446327684,74.90970480225988,2003,22,5,9,10,0,70,0,0
1417,HARYANA,SIRSA,29.63583446327684,74.90970480225988,2004,17,6,9,17,0,102,0,0
1418,HARYANA,SIRSA,29.63583446327684,74.90970480225988,2005,15,10,10,17,0,119,0,0
1419,HARYANA,SIRSA,29.63583446327684,74.90970480225988,2006,18,2,4,14,0,129,0,0
1420,HARYANA,SIRSA,29.63583446327684,74.90970480225988,2007,23,14,5,21,0,154,0,0
1421,HARYANA,SIRSA,29.63583446327684,74.90970480225988,2008,31,16,9,14,0,127,0,0
1422,HARYANA,SIRSA,29.63583446327684,74.90970480225988,2009,24,28,6,10,0,97,0,0
1423,HARYANA,SIRSA,29.63583446327684,74.90970480225988,2010,39,30,8,9,0,125,0,0
1424,HARYANA,SIRSA,29.63583446327684,74.90970480225988,2011,21,49,16,26,0,170,0,0
1425,HARYANA,SIRSA,29.63583446327684,74.90970480225988,2012,30,55,6,25,1,159,0,0
1426,HIMACHAL PRADESH,BILASPUR,31.3780422907489,76.65316079295157,2001,5,9,1,35,1,47,0,0
1427,HIMACHAL PRADESH,BILASPUR,31.3780422907489,76.65316079295157,2002,9,3,0,36,1,22,0,0
1428,HIMACHAL PRADESH,BILASPUR,31.3780422907489,76.65316079295157,2003,13,11,0,20,2,17,0,0
1429,HIMACHAL PRADESH,BILASPUR,31.3780422907489,76.65316079295157,2004,10,5,0,28,0,28,0,0
1430,HIMACHAL PRADESH,BILASPUR,31.3780422907489,76.65316079295157,2005,8,6,0,30,0,27,0,0
1431,HIMACHAL PRADESH,BILASPUR,31.3780422907489,76.65316079295157,2006,11,2,0,27,3,23,0,0
1432,HIMACHAL PRADESH,BILASPUR,31.3780422907489,76.65316079295157,2007,6,9,0,33,1,28,0,0
1433,HIMACHAL PRADESH,BILASPUR,31.3780422907489,76.65316079295157,2008,10,7,2,28,5,35,0,0
1434,HIMACHAL PRADESH,BILASPUR,31.3780422907489,76.65316079295157,2009,14,5,1,28,4,21,0,0
1435,HIMACHAL PRADESH,BILASPUR,31.3780422907489,76.65316079295157,2010,15,6,0,37,6,32,0,0
1436,HIMACHAL PRADESH,BILASPUR,31.3780422907489,76.65316079295157,2011,8,3,0,18,9,17,0,0
1437,HIMACHAL PRADESH,BILASPUR,31.3780422907489,76.65316079295157,2012,12,5,0,21,12,22,0,0
1438,HIMACHAL PRADESH,CHAMBA,32.66741814595661,76.39354063116366,2001,12,15,0,23,1,21,0,0
1439,HIMACHAL PRADESH,CHAMBA,32.66741814595661,76.39354063116366,2002,16,10,2,21,1,12,0,0
1440,HIMACHAL PRADESH,CHAMBA,32.66741814595661,76.39354063116366,2003,10,14,0,13,0,8,0,0
1441,HIMACHAL PRADESH,CHAMBA,32.66741814595661,76.39354063116366,2004,14,20,1,22,0,11,0,0
1442,HIMACHAL PRADESH,CHAMBA,32.66741814595661,76.39354063116366,2005,12,8,1,20,0,10,0,0
1443,HIMACHAL PRADESH,CHAMBA,32.66741814595661,76.39354063116366,2006,4,11,0,18,0,3,0,0
1444,HIMACHAL PRADESH,CHAMBA,32.66741814595661,76.39354063116366,2007,15,11,0,20,1,6,0,0
1445,HIMACHAL PRADESH,CHAMBA,32.66741814595661,76.39354063116366,2008,10,16,0,26,0,10,0,0
1446,HIMACHAL PRADESH,CHAMBA,32.66741814595661,76.39354063116366,2009,20,15,0,29,0,14,0,0
1447,HIMACHAL PRADESH,CHAMBA,32.66741814595661,76.39354063116366,2010,13,21,1,29,1,5,0,0
1448,HIMACHAL PRADESH,CHAMBA,32.66741814595661,76.39354063116366,2011,6,18,2,29,3,10,0,0
1449,HIMACHAL PRADESH,CHAMBA,32.66741814595661,76.39354063116366,2012,10,14,1,9,4,7,0,0
1450,HIMACHAL PRADESH,HAMIRPUR,31.67668481012659,76.49767088607594,2001,3,3,1,17,2,33,0,0
1451,HIMACHAL PRADESH,HAMIRPUR,31.67668481012659,76.49767088607594,2002,3,14,0,17,1,24,0,0
1452,HIMACHAL PRADESH,HAMIRPUR,31.67668481012659,76.49767088607594,2003,6,7,0,13,1,15,0,0
1453,HIMACHAL PRADESH,HAMIRPUR,31.67668481012659,76.49767088607594,2004,5,7,0,24,2,23,0,0
1454,HIMACHAL PRADESH,HAMIRPUR,31.67668481012659,76.49767088607594,2005,4,4,0,11,4,21,0,0
1455,HIMACHAL PRADESH,HAMIRPUR,31.67668481012659,76.49767088607594,2006,1,4,0,18,8,34,0,0
1456,HIMACHAL PRADESH,HAMIRPUR,31.67668481012659,76.49767088607594,2007,5,15,1,29,13,35,0,0
1457,HIMACHAL PRADESH,HAMIRPUR,31.67668481012659,76.49767088607594,2008,8,12,0,15,7,39,0,0
1458,HIMACHAL PRADESH,HAMIRPUR,31.67668481012659,76.49767088607594,2009,9,14,0,22,5,30,0,0
1459,HIMACHAL PRADESH,HAMIRPUR,31.67668481012659,76.49767088607594,2010,11,16,0,27,23,17,0,0
1460,HIMACHAL PRADESH,HAMIRPUR,31.67668481012659,76.49767088607594,2011,5,7,0,17,12,5,0,0
1461,HIMACHAL PRADESH,HAMIRPUR,31.67668481012659,76.49767088607594,2012,8,2,0,20,5,17,0,0
1462,HIMACHAL PRADESH,KANGRA,32.14093603238864,76.41205910931173,2001,18,21,1,43,0,58,0,0
1463,HIMACHAL PRADESH,KANGRA,32.14093603238864,76.41205910931173,2002,14,17,2,50,1,32,0,0
1464,HIMACHAL PRADESH,KANGRA,32.14093603238864,76.41205910931173,2003,8,6,0,28,0,35,0,0
